geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
03573,-23.56168119891244,-46.506271105553324,sao paulo,SP
03504,-23.53877907744238,-46.536485668330556,sao paulo,SP
03508,-23.532711024698507,-46.532969502221704,sao paulo,SP
03562,-23.54478975206393,-46.495489292925285,são paulo,SP
03569,-23.541941545934563,-46.490954888424035,sao paulo,SP
03685,-23.523772565271575,-46.47524063467857,sao paulo,SP
03669,-23.53270178351319,-46.489674216486804,são paulo,SP
03647,-23.530828892867447,-46.527533900773285,sao paulo,SP
03660,-23.523945619221767,-46.50583600788512,sao paulo,SP
03605,-23.521211518177626,-46.54688421495761,sao paulo,SP
03638,-23.528709869553918,-46.541723908967604,sao paulo,SP
03667,-23.53204714071786,-46.49681439647412,sao paulo,SP
03707,-23.506898050233723,-46.542727702608346,sao paulo,SP
03733,-23.50914521065843,-46.53066228518663,sao paulo,SP
03702,-23.51674732944774,-46.54818243075192,sao paulo,SP
03804,-23.50271592062436,-46.48299647362806,sao paulo,SP
03880,-23.50869470774424,-46.48672956633388,sao paulo,SP
03821,-23.49517247515727,-46.50119464071786,são paulo,SP
03872,-23.512538179294822,-46.501081124617684,sao paulo,SP
03810,-23.49561368443072,-46.46853447890816,sao paulo,SP
03809,-23.489345713572618,-46.47738070858095,sao paulo,SP
03813,-23.486683575401436,-46.46746268716547,sao paulo,SP
03910,-23.584523195554322,-46.51460627909786,sao paulo,SP
03937,-23.58790062753188,-46.501829952680446,são paulo,SP
03951,-23.58353292305826,-46.48957476496762,sao paulo,SP
03978,-23.620711028196066,-46.50502035212637,sao paulo,SP
03933,-23.583430697472455,-46.502034244243724,sao paulo,SP
03971,-23.615020791563268,-46.47934165652957,são paulo,SP
03985,-23.604807688037397,-46.51393544532286,sao paulo,SP
04042,-23.602707503462444,-46.64264399999999,sao paulo,SP
04001,-23.57230126005544,-46.65200020136758,sao paulo,SP
04015,-23.58705433389114,-46.64555835443469,sao paulo,SP
04081,-23.607805934502824,-46.66456328559066,sao paulo,SP
04022,-23.593023000000002,-46.646572500000005,sao paulo,SP
04007,-23.578282707744236,-46.65102362378097,sao paulo,SP
04045,-23.61763890592578,-46.6389807441141,sao paulo,SP
04023,-23.59260141454472,-46.64220514451519,sao paulo,SP
04010,-23.58335776464306,-46.637907987794975,sao paulo,SP
04087,-23.609026190856948,-46.65965657991232,sao paulo,SP
04008,-23.581106936724524,-46.65149797183904,são paulo,SP
04075,-23.602705281435725,-46.65748758756995,sao paulo,SP
04112,-23.587426843470436,-46.62893070898499,sao paulo,SP
04145,-23.615650550377957,-46.632050884817346,sao paulo,SP
04119,-23.600995072162263,-46.63496187621901,são paulo,SP
04122,-23.603187216486816,-46.62096322009347,sao paulo,SP
04142,-23.611654194010004,-46.63258761587511,sao paulo,SP
04195,-23.657250175378767,-46.610759448111224,sao paulo,SP
04134,-23.60757354815625,-46.62252191756594,sao paulo,SP
04102,-23.592723631975286,-46.6315844403312,sao paulo,SP
04171,-23.632235999999992,-46.61515349999999,sao paulo,SP
04160,-23.62358155176294,-46.61056007369148,sao paulo,SP
04180,-23.63697817262972,-46.597344244243736,sao paulo,SP
04205,-23.58045999999996,-46.605929999999944,são paulo,SP
04243,-23.626269,-46.586534475522996,sao paulo,SP
04273,-23.612052666446743,-46.60783466642034,sao paulo,SP
04222,-23.602219826533556,-46.58613386955392,sao paulo,SP
04206,-23.572466571680312,-46.60558007013957,sao paulo,SP
04230,-23.601843679000368,-46.60023440606268,sao paulo,SP
04208,-23.584614569248075,-46.60193214931619,são paulo,SP
04265,-23.58667354731954,-46.61242320483004,são paulo,SP
04248,-23.61411790980433,-46.60034800222169,sao paulo,SP
04302,-23.621426340267785,-46.637372330976966,sao paulo,SP
04367,-23.652502847625374,-46.66809535567546,são paulo,SP
04378,-23.646246311207523,-46.663498688368854,sao paulo,SP
04474,-23.53092205635057,-46.555643089243375,sao paulo,SP
04403,-23.667843855675457,-46.66038973120199,sao paulo,SP
04401,-23.670706610046736,-46.66108764570951,sao paulo,SP
04455,-23.678985771856432,-46.678985470858095,sao paulo,SP
04445,-23.68080098473656,-46.684024129753595,sao paulo,SP
04461,-23.69289565500035,-46.68021046531817,sao paulo,SP
04533,-23.583507359974625,-46.67732112031853,sao paulo,SP
04542,-23.588898319435764,-46.683128770615674,sao paulo,SP
04562,-23.61199319761669,-46.682858755207995,sao paulo,SP
04569,-23.6022825745282,-46.69322772967279,são paulo,SP
04509,-23.590774173466443,-46.67100192576026,sao paulo,SP
04561,-23.6119461648681,-46.68121078074323,sao paulo,SP
04556,-23.611487777407536,-46.67771426763211,sao paulo,SP
04567,-23.61424927422236,-46.688441054821354,sao paulo,SP
04618,-23.619501000000003,-46.67681249999998,sao paulo,SP
04615,-23.620032660280465,-46.67092443075191,sao paulo,SP
04696,-23.66897161033521,-46.702511553580614,sao paulo,SP
04674,-23.664255516792647,-46.68857909339831,sao paulo,SP
04763,-23.669004657222054,-46.71802455259966,sao paulo,SP
04773,-23.681542547319527,-46.70780575451552,sao paulo,SP
04742,-23.650419321945925,-46.69840379822837,são paulo,SP
04726,-23.63580786663679,-46.71209825910773,sao paulo,SP
04739,-23.64445281409649,-46.70007520249481,sao paulo,SP
04738,-23.64061866639731,-46.69656570788847,sao paulo,SP
04771,-23.680608736886143,-46.711410098245764,sao paulo,SP
04746,-23.660729761834695,-46.707796494235964,sao paulo,SP
04782,-23.693985995008337,-46.70188324132953,sao paulo,SP
04849,-23.740974,-46.67018849999998,são paulo,SP
04850,-23.746252526227707,-46.677001782820696,são paulo,SP
04809,-23.71992046378896,-46.693208556754605,sao paulo,SP
04820,-23.734658908426308,-46.686858402720844,sao paulo,SP
04811,-23.709650164437335,-46.69257464205786,sao paulo,SP
04917,-23.68726696641469,-46.74885508979163,sao paulo,SP
04960,-23.726413791563274,-46.787813649316185,sao paulo,SP
05051,-23.52707749624909,-46.696482,sao paulo,SP
05017,-23.537309857060443,-46.6787664476888,sao paulo,SP
05015,-23.53152002775692,-46.668207148623715,sao paulo,SP
05092,-23.511502314851022,-46.714487157425516,são paulo,SP
05008,-23.530915571469773,-46.680609415488476,são paulo,SP
05141,-23.49065997530149,-46.7284764394945,sao paulo,SP
05145,-23.506049208479613,-46.71737739541604,sao paulo,SP
05138,-23.485253731057767,-46.73312974854289,são paulo,SP
05181,-23.45543839716661,-46.743492581481746,sao paulo,SP
05128,-23.49375734722135,-46.74053054079866,sao paulo,SP
05203,-23.406404972243074,-46.74298263197527,são paulo,SP
05303,-23.526508568411355,-46.731702782676464,sao paulo,SP
05353,-23.559118658895486,-46.751659941716184,sao paulo,SP
05351,-23.55810175353457,-46.757292045242075,sao paulo,SP
05415,-23.563965740492822,-46.68179815445209,são paulo,SP
05424,-23.571257720785987,-46.696331231750236,são paulo,SP
05432,-23.551567250620376,-46.69325969149985,são paulo,SP
05595,-23.58085566165113,-46.742443261595774,sao paulo,SP
05530,-23.577073040798666,-46.7199426382077,sao paulo,SP
05767,-23.63133471752179,-46.759458892739715,sao paulo,SP
05729,-23.63329280322003,-46.73784151540766,sao paulo,SP
05797,-23.657046684430707,-46.774874483207356,sao paulo,SP
05712,-23.621218014623533,-46.730938112555634,sao paulo,SP
05727,-23.625590333054422,-46.73905080544173,sao paulo,SP
05730,-23.633964565641403,-46.74107526602805,sao paulo,SP
05789,-23.656650160424697,-46.77635938288413,sao paulo,SP
05772,-23.63772854593455,-46.75823555759132,sao paulo,SP
05886,-23.679010904807125,-46.791857448519075,sao paulo,SP
05849,-23.651114842510154,-46.75521082321932,sao paulo,SP
05890,-23.66734335045476,-46.78750322877922,são paulo,SP
05812,-23.657102948092827,-46.73313710866176,são paulo,SP
06083,-23.5432607129957,-46.7775246695713,osasco,SP
06020,-23.535385651789838,-46.76092361691542,osasco,SP
06080,-23.544421691355613,-46.78839877935824,osasco,SP
06056,-23.565986162357948,-46.785042126550934,osasco,SP
06160,-23.56267680949066,-46.809370406703835,osasco,SP
06162,-23.55775014393556,-46.808157117993964,osasco,SP
06144,-23.56949384569213,-46.803730375642104,osasco,SP
06154,-23.55920378766813,-46.80348418373821,osasco,SP
06194,-23.52517861143172,-46.80307405995724,osasco,SP
06266,-23.48960523619365,-46.79252124522469,osasco,SP
06270,-23.49708886034903,-46.771496572731024,osasco,SP
06332,-23.545282500000003,-46.828647,carapicuiba,SP
06365,-23.548007803126946,-46.848575058505595,carapicuiba,SP
06341,-23.57241932843741,-46.81653106742156,carapicuiba,SP
06449,-23.5427504782077,-46.866257683615906,barueri,SP
06429,-23.491791912543025,-46.94733309700014,barueri,SP
06540,-23.459999538735637,-46.879733658501294,santana de parnaiba,SP
06528,-23.407066246465437,-46.89669664377628,santana de parnaíba,SP
06606,-23.531476079445984,-46.90740942248553,jandira,SP
06696,-23.52675976321213,-46.94317674153119,itapevi,SP
06716,-23.60522961818243,-46.90761789965579,cotia,SP
06705,-23.59181277854835,-46.880646415247824,cotia,SP
06765,-23.623297507355577,-46.769556898983055,taboao da serra,SP
06704,-23.566410360148463,-46.92207458901101,cotia,SP
06783,-23.629611017485146,-46.78773145475794,taboao da serra,SP
06711,-23.6150603215516,-46.837480828765536,cotia,SP
06708,-23.58516238605811,-46.8418149476888,cotia,SP
06780,-23.617823004822213,-46.79358236394467,taboao da serra,SP
06793,-23.619672721933625,-46.81016057837504,taboao da serra,SP
06871,-23.72033746105922,-46.85362208015704,itapecerica da serra,SP
06823,-23.671959474609,-46.80336321397664,embu das artes,SP
06816,-23.645106,-46.83806297056964,embu das artes,SP
06853,-23.68913659838998,-46.85084778934157,itapecerica da serra,SP
07044,-23.480327545934557,-46.55338010352588,guarulhos,SP
07031,-23.496488565250488,-46.54671310832206,guarulhos,SP
07032,-23.505429268942237,-46.54869177407812,guarulhos,SP
07094,-23.45088569608748,-46.54498377407813,guarulhos,SP
07077,-23.43410150291419,-46.553472434502844,guarulhos,SP
07133,-23.44007914793122,-46.51144923980033,guarulhos,SP
07197,-23.46307610751172,-46.51553610303015,guarulhos,SP
07112,-23.465304114698753,-46.51148732089968,guarulhos,SP
07140,-23.422075962808012,-46.493184069940554,guarulhos,SP
07124,-23.42468549125742,-46.53172199125743,guarulhos,SP
07193,-23.44736411878931,-46.503318216486804,guarulhos,SP
07160,-23.411582298084145,-46.44838156702636,guarulhos,SP
07192,-23.451856155981304,-46.50616235789715,guarulhos,SP
07183,-23.445490107132557,-46.458275615875124,guarulhos,SP
07400,-23.39888374540156,-46.32526700508771,aruja,SP
07411,-23.40112949486411,-46.34138851387846,aruja,SP
07600,-23.323581622627874,-46.571516434161296,mairipora,SP
07700,-23.36233213890305,-46.740584941257666,caieiras,SP
07714,-23.349194317299006,-46.758603833385294,caieiras,SP
07790,-23.406238298215786,-46.84102497498486,cajamar,SP
07810,-23.327944593668764,-46.7649382331396,franco da rocha,SP
07990,-23.27750633679461,-46.73842567413335,francisco morato,SP
08190,-23.48870639938831,-46.395040133360254,sao paulo,SP
08180,-23.48770416180969,-46.41534043450283,sao paulo,SP
08290,-23.551013388568272,-46.44848890729416,sao paulo,SP
08225,-23.524074769667923,-46.45826882323692,sao paulo,SP
08223,-23.523367358589653,-46.46705568665242,sao paulo,SP
08280,-23.561802010820042,-46.47968149264242,sao paulo,SP
08250,-23.539824031911863,-46.434679443937874,sao paulo,SP
08340,-23.618298375246354,-46.458525026410484,sao paulo,SP
08450,-23.539390973628056,-46.405587666945564,sao paulo,SP
08421,-23.569179969298748,-46.41940490115958,sao paulo,SP
08451,-23.542061405505155,-46.39838470191586,sao paulo,SP
08485,-23.59677856702638,-46.41115888190316,sao paulo,SP
08431,-23.525436666945577,-46.413071696087485,sao paulo,SP
08577,-23.482623440635415,-46.37448952833195,itaquaquecetuba,SP
08530,-23.535776999999946,-46.37282749999997,ferraz de vasconcelos,SP
08598,-23.464295023583936,-46.32874959104104,itaquaquecetuba,SP
08510,-23.55835160395378,-46.36234960033054,ferraz de vasconcelos,SP
08583,-23.43567309991361,-46.38032799842931,itaquaquecetuba,SP
08541,-23.52145430890418,-46.374565882595654,ferraz de vasconcelos,SP
08676,-23.552826070523995,-46.306697344964796,suzano,SP
08673,-23.54646763188849,-46.317438806098934,suzano,SP
08790,-23.528610738236747,-46.16789925641224,mogi das cruzes,SP
08773,-23.517127104923187,-46.19066721624193,mogi das cruzes,SP
08710,-23.51937483109403,-46.19269037743349,mogi das cruzes,SP
08832,-23.516913648399584,-46.10417245526518,mogi das cruzes,SP
09015,-23.665703457960582,-46.51808196779969,santo andre,SP
09040,-23.730677044241954,-46.47813835714726,santo andre,SP
09111,-23.66721675288362,-46.49913206319721,santo andre,SP
09171,-23.70007597807146,-46.512702481822366,santo andre,SP
09230,-23.615718097697492,-46.53118432278263,santo andre,SP
09290,-23.64309058728148,-46.51261568180499,santo andre,SP
09210,-23.637285303364266,-46.519363822926856,santo andre,SP
09350,-23.68011442853022,-46.4524537436668,maua,SP
09371,-23.66930462115525,-46.48159847045406,maua,SP
09360,-23.678798920064235,-46.45947764149177,mauá,SP
09321,-23.64642952510253,-46.433690298084144,maua,SP
09390,-23.65852158573596,-46.45154258453908,maua,SP
09400,-23.712947685815696,-46.408553963500516,ribeirão pires,SP
09416,-23.734072610599526,-46.442410009208444,ribeirao pires,SP
09411,-23.71719840652404,-46.395777768729744,ribeirão pires,SP
09415,-23.75156370006625,-46.44223090761778,ribeirao pires,SP
09434,-23.657379641968312,-46.37402022795534,ribeirao pires,SP
09560,-23.626053031363607,-46.554888478215695,sao caetano do sul,SP
09540,-23.625773999999993,-46.56855299278663,sao caetano do sul,SP
09530,-23.617764471002317,-46.574964586733216,sao caetano do sul,SP
09572,-23.6436479625422,-46.56386065319333,sao caetano do sul,SP
09619,-23.66594814120814,-46.563264207318184,sao bernardo do campo,SP
09691,-23.66967527586777,-46.588902340056265,sao bernardo do campo,SP
09661,-23.658965580904834,-46.59704298946843,sao bernardo do campo,SP
09628,-23.66148702746846,-46.56416174311855,sao bernardo do campo,SP
09710,-23.70899726008409,-46.54812620982171,sao bernardo do campo,SP
09791,-23.745424737345683,-46.53027828796294,são bernardo do campo,SP
09780,-23.71688471949829,-46.54199108267673,sao bernardo do campo,SP
09750,-23.688917125468194,-46.552552123595405,sao bernardo do campo,SP
09751,-23.693028139881143,-46.54695362280001,sao bernardo do campo,SP
09715,-23.71457923606073,-46.54581156219319,são bernardo do campo,SP
09720,-23.71933860892157,-46.551747934358595,sao bernardo do campo,SP
09725,-23.699353075768943,-46.5600310818858,sao bernardo do campo,SP
09861,-23.695889045942334,-46.58174395098847,sao bernardo do campo,SP
09811,-23.72527983484343,-46.55702673772287,sao bernardo do campo,SP
09841,-23.74799125451551,-46.57760896225976,sao bernardo do campo,SP
09843,-23.777967000434842,-46.60196970048699,sao bernardo do campo,SP
09961,-23.716539426075457,-46.60164008391423,diadema,SP
09951,-23.690070597553255,-46.59995236023442,diadema,SP
09921,-23.681267775420476,-46.612177805125086,diadema,SP
11065,-23.9678895545329,-46.34412123980033,santos,SP
11010,-23.93465945090488,-46.331065142884974,santos,SP
11250,-23.828340100753532,-46.1430173832652,bertioga,SP
11320,-23.972425198563926,-46.371264531333615,sao vicente,SP
11420,-24.014614278217266,-46.274569798459225,guaruja,SP
11450,-23.939318620030072,-46.30539278864907,guaruja,SP
11431,-23.997778323619357,-46.2767638411045,guaruja,SP
11680,-23.43162669109582,-45.077228701223355,ubatuba,SP
11630,-23.831823046046516,-45.37368542232557,ilhabela,SP
11701,-24.011288218359883,-46.41873374429398,praia grande,SP
11750,-24.309428863541278,-46.991091315656,peruibe,SP
11704,-24.026786758814687,-46.49304889148245,praia grande,SP
11720,-24.005678375238073,-46.45598089924407,praia grande,SP
11930,-24.72923631512427,-47.8751448746274,pariquera-acu,SP
11900,-24.49203032806276,-47.83413137913321,registro,SP
11990,-25.011812317282136,-47.930451004516165,cananéia,SP
12243,-23.201781118789313,-45.895670077990644,sao jose dos campos,SP
12230,-23.221431461827063,-45.888163895493165,sao jose dos campos,SP
12246,-23.221587583126546,-45.90665169219235,sao jose dos campos,SP
12216,-23.201181199001663,-45.88358210352587,sao jose dos campos,SP
12233,-23.23724961587513,-45.88082955926476,sao jose dos campos,SP
12282,-23.105272201223368,-45.696988838882795,cacapava,SP
12328,-23.28798077892242,-45.9570349350898,jacarei,SP
12327,-23.298185959563558,-45.974828011182304,jacarei,SP
12308,-23.30139631473257,-45.96172658840667,jacarei,SP
12324,-23.31311508964741,-46.0026232857349,jacarei,SP
12312,-23.303587327226044,-45.92931482292686,jacarei,SP
12411,-22.932821929423742,-45.44848162439036,pindamonhangaba,SP
12630,-22.66402169969416,-45.00665755897629,cachoeira paulista,SP
12605,-22.75162984425566,-45.08964193252266,lorena,SP
12701,-22.577927804605018,-44.95825089647411,cruzeiro,SP
12940,-23.112774381969185,-46.5488845105504,atibaia,SP
12954,-23.098863635889415,-46.54789512763439,atibaia,SP
12948,-23.22017151832604,-46.59456789751276,atibaia,SP
12924,-23.017788365999934,-46.52244499999995,braganca paulista,SP
13070,-22.895876357204664,-47.0791850342778,campinas,SP
13045,-22.92841942957608,-47.037069003043754,campinas,SP
13091,-22.86623673772286,-47.025165619626044,campinas,SP
13087,-22.85275770752771,-47.05510214136723,campinas,SP
13015,-22.90124134639356,-47.055128451024146,campinas,SP
13058,-22.950289907294163,-47.182224818627695,campinas,SP
13044,-22.952820647882046,-47.02865383550558,campinas,SP
13030,-22.92991227115403,-47.07189552530681,campinas,SP
13043,-22.933200411915568,-47.04106490766075,campinas,SP
13013,-22.91123520843672,-47.05819755314793,campinas,SP
13076,-22.88255076242137,-47.04691965736627,campinas,SP
13083,-22.805125239800333,-47.07162026686478,campinas,SP
13186,-22.887514996879027,-47.19573904628551,hortolandia,SP
13178,-22.800362898695823,-47.21833340077328,sumare,SP
13157,-22.63269209289212,-47.20099171014733,cosmopolis,SP
13105,-22.89082402420255,-46.9816531677612,campinas,SP
13170,-22.828654864562257,-47.267296160568925,sumare,SP
13145,-22.73306060560335,-47.17829082930352,paulínia,SP
13171,-22.834157804605006,-47.27774968734491,sumare,SP
13188,-22.894244007858305,-47.23358323658409,hortolândia,SP
13183,-22.841308645261517,-47.21940877608377,hortolandia,SP
13101,-22.90081444463038,-46.99864279239999,campinas,SP
13189,-22.867252818816226,-47.23172936395768,hortolandia,SP
13283,-23.01011064782791,-46.98368633960173,vinhedo,SP
13208,-23.190172576172973,-46.891633311270105,jundiai,SP
13280,-23.035339717467753,-46.971578850395346,vinhedo,SP
13290,-23.084125277105812,-46.98121307089687,louveira,SP
13270,-22.976619071841363,-47.010715093193014,valinhos,SP
13211,-23.179889672043977,-46.928510109318665,jundiai,SP
13206,-23.211714582578274,-46.8753760355472,jundiaí,SP
13257,-22.995677703232378,-46.857106243157794,itatiba,SP
13232,-23.207064313532694,-46.760735214610754,campo limpo paulista,SP
13201,-23.192759454717024,-46.87833704570238,jundiai,SP
13278,-23.00828704369726,-47.00919837209965,valinhos,SP
13223,-23.214642313163168,-46.80396377210217,varzea paulista,SP
13250,-23.005474434298936,-46.84112811740003,itatiba,SP
13360,-23.0122137105142,-47.52203973160603,capivari,SP
13310,-23.27791979536116,-47.29777730942436,itu,SP
13380,-22.779754253242903,-47.295758177052605,nova odessa,SP
13346,-23.1144961851232,-47.22977576894223,indaiatuba,SP
13322,-23.194155763010308,-47.26601382366275,salto,SP
13327,-23.175880576172975,-47.31592004954123,salto,SP
13324,-23.205916980841412,-47.307845865802996,salto,SP
13301,-23.25803550268717,-47.294176355087124,itu,SP
13320,-23.198860047870664,-47.29334560811024,salto,SP
13311,-23.26608248211083,-47.31279244463039,itu,SP
13416,-22.715110444918835,-47.645625352213,piracicaba,SP
13450,-22.760477687572443,-47.41281121951772,santa bárbara d'oeste,SP
13419,-22.726257875353635,-47.637811389520564,piracicaba,SP
13453,-22.73579256527013,-47.410895083967475,santa barbara d'oeste,SP
13411,-22.671447720100474,-47.68291776300415,piracicaba,SP
13467,-22.78001467637804,-47.3518002860981,americana,SP
13401,-22.75658158673322,-47.6511707514571,piracicaba,SP
13481,-22.599254430886607,-47.37980963550319,limeira,SP
13418,-22.72880404359728,-47.63173831975289,piracicaba,SP
13405,-22.71683928585045,-47.65736585405934,piracicaba,SP
13457,-22.768743804807226,-47.395682479228896,santa bárbara d'oeste,SP
13456,-22.759672827833054,-47.364736674563375,santa barbara d'oeste,SP
13478,-22.737278419931872,-47.31266995989381,americana,SP
13406,-22.680732721443686,-47.70099050140135,piracicaba,SP
13432,-22.676453803284016,-47.770112916082496,piracicaba,SP
13560,-22.01139055955482,-47.886487092764376,sao carlos,SP
13505,-22.392256145058422,-47.55944968375016,rio claro,SP
13569,-22.01401696225976,-47.87496317485142,sao carlos,SP
13503,-22.404280214539906,-47.57843446971193,rio claro,SP
13568,-22.016967296150902,-47.85171546211552,sao carlos,SP
13660,-21.858555070695946,-47.48403458197557,porto ferreira,SP
13630,-22.006605899216094,-47.42763984666532,pirassununga,SP
13760,-21.472572344386293,-46.74795423526378,tapiratiba,SP
13844,-22.382941116125448,-46.94664125419024,mogi-guacu,SP
13825,-22.614295651682134,-47.06761188787577,holambra,SP
13835,-22.338620999999996,-47.176031249999994,conchal,SP
13874,-21.967626728367318,-46.787603701128894,sao joao da boa vista,SP
13846,-22.33932197651208,-46.954460413369226,mogi guaçu,SP
13940,-22.47745636162787,-46.63246689302295,aguas de lindoia,SP
13920,-22.73824150585765,-46.895858577758595,pedreira,SP
13930,-22.596440207291085,-46.71196868822353,serra negra,SP
14075,-21.152969235356927,-47.77227625506376,ribeirao preto,SP
14020,-21.210104711049134,-47.80139005429387,ribeirao preto,SP
14050,-21.17121748495008,-47.81941847157649,ribeirao preto,SP
14095,-21.188764942887175,-47.769870647308956,ribeirao preto,SP
14085,-21.168504408823374,-47.79370519233655,ribeirao preto,SP
14079,-21.15613133316094,-47.74568764755373,ribeirao preto,SP
14091,-21.1894024299152,-47.79295570344507,ribeirao preto,SP
14070,-21.116471333054424,-47.79073400291418,ribeirao preto,SP
14092,-21.174925033585303,-47.7686162776848,ribeirao preto,SP
14160,-21.13146388576363,-47.995967757463596,sertaozinho,SP
14177,-21.122705658234757,-48.0135887254543,sertaozinho,SP
14110,-21.185944576067463,-47.81498292186677,bonfim paulista,SP
14115,-21.49530743377723,-48.03684008452243,guatapará,SP
14230,-21.31363348956331,-47.563618772439675,serra azul,SP
14312,-20.916468353698388,-47.574216767527176,batatais,SP
14400,-20.53193450696372,-47.399446711253766,franca,SP
